date,year,month,year_month,day_of_week,holiday,weekend_or_holiday,calls_presented,avg_queue_time,max_queue_time,calls_handled,avg_speed_of_answer,avg_handle_time,max_handle_time,calls_abandoned,target_seconds,answered_within_target,abandoned_within_target,pct_handled_within_target,pct_within_target_excl_abandoned,pct_within_target_abandoned_positive,pct_answered_within_target,percentage_of_calls_handled,percentage_of_calls_abandoned
2022-09-20,2022,Sep,2022-09-01,Tue,FALSE,FALSE,358,47,454,322,45,139,1038,36,30,236,22,73.3,70.2,72.1,65.9,89.9,10.1
2022-09-21,2022,Sep,2022-09-01,Wed,FALSE,FALSE,327,32,704,307,30,133,896,20,30,257,8,83.7,80.6,81,78.6,93.9,6.1
2022-09-22,2022,Sep,2022-09-01,Thu,FALSE,FALSE,270,48,491,236,46,130,972,30,30,183,19,77.5,72.9,74.8,67.8,87.4,11.1
2022-09-23,2022,Sep,2022-09-01,Fri,FALSE,FALSE,261,35,398,243,33,120,709,18,30,191,10,78.6,76.1,77,73.2,93.1,6.9
2022-09-24,2022,Sep,2022-09-01,Sat,FALSE,TRUE,83,44,809,80,45,140,1069,3,30,71,3,88.8,88.8,89.2,85.5,96.4,3.6
2022-09-25,2022,Sep,2022-09-01,Sun,FALSE,TRUE,71,34,654,65,29,106,309,6,30,60,3,92.3,88.2,88.7,84.5,91.6,8.5
2022-09-26,2022,Sep,2022-09-01,Mon,FALSE,FALSE,329,78,943,300,78,164,1223,29,30,213,15,71,67.8,69.3,64.7,91.2,8.8
2022-09-27,2022,Sep,2022-09-01,Tue,FALSE,FALSE,272,24,650,260,20,130,871,12,30,241,7,92.7,90.9,91.2,88.6,95.6,4.4
2022-09-28,2022,Sep,2022-09-01,Wed,FALSE,FALSE,278,14,398,262,11,145,1030,16,30,249,8,95,92.2,92.5,89.6,94.2,5.8
2022-09-29,2022,Sep,2022-09-01,Thu,FALSE,FALSE,315,31,507,296,29,121,1671,19,30,236,11,79.7,77.6,78.4,74.9,94,6
2022-09-30,2022,Sep,2022-09-01,Fri,FALSE,FALSE,306,48,645,281,47,97,927,25,30,212,16,75.4,73.1,74.5,69.3,91.8,8.2
2022-10-01,2022,Oct,2022-10-01,Sat,FALSE,TRUE,106,36,379,100,31,119,477,6,30,81,1,81,77.1,77.4,76.4,94.3,5.7
2022-10-02,2022,Oct,2022-10-01,Sun,FALSE,TRUE,88,18,234,86,15,199,779,2,30,79,0,91.9,89.8,89.8,89.8,97.7,2.3
2022-10-03,2022,Oct,2022-10-01,Mon,FALSE,FALSE,364,18,244,349,18,120,722,15,30,308,12,88.3,87.5,87.9,84.6,95.9,4.1
2022-10-04,2022,Oct,2022-10-01,Tue,FALSE,FALSE,364,82,671,327,81,134,1083,37,30,216,18,66.1,62.4,64.3,59.3,89.8,10.2
2022-10-05,2022,Oct,2022-10-01,Wed,FALSE,FALSE,328,18,294,319,18,122,986,9,30,287,9,90,90,90.2,87.5,97.3,2.7
2022-10-06,2022,Oct,2022-10-01,Thu,FALSE,FALSE,312,31,368,293,31,120,810,19,30,227,12,77.5,75.7,76.6,72.8,93.9,6.1
2022-10-07,2022,Oct,2022-10-01,Fri,FALSE,FALSE,288,288,1827,228,311,138,836,60,30,105,13,46.1,38.2,41,36.5,79.2,20.8
2022-10-08,2022,Oct,2022-10-01,Sat,FALSE,TRUE,73,36,516,68,30,132,606,5,30,58,1,85.3,80.6,80.8,79.5,93.2,6.9
2022-10-09,2022,Oct,2022-10-01,Sun,FALSE,TRUE,63,22,330,62,22,111,418,1,30,58,1,93.6,93.6,93.7,92.1,98.4,1.6
2022-10-10,2022,Oct,2022-10-01,Mon,TRUE,TRUE,71,16,228,70,15,116,978,1,30,64,0,91.4,90.1,90.1,90.1,98.6,1.4
2022-10-11,2022,Oct,2022-10-01,Tue,FALSE,FALSE,372,55,1014,346,55,140,1005,26,30,258,15,74.6,72.3,73.4,69.4,93,7
2022-10-12,2022,Oct,2022-10-01,Wed,FALSE,FALSE,351,40,590,320,37,123,895,31,30,266,18,83.1,79.9,80.9,75.8,91.2,8.8
2022-10-13,2022,Oct,2022-10-01,Thu,FALSE,FALSE,352,91,825,316,95,130,949,36,30,194,17,61.4,57.9,59.9,55.1,89.8,10.2
2022-10-14,2022,Oct,2022-10-01,Fri,FALSE,FALSE,296,184,981,241,197,205,1629,55,30,86,17,35.7,30.8,34.8,29.1,81.4,18.6
2022-10-15,2022,Oct,2022-10-01,Sat,FALSE,TRUE,81,20,235,77,19,123,501,4,30,69,2,89.6,87.3,87.7,85.2,95.1,4.9
2022-10-16,2022,Oct,2022-10-01,Sun,FALSE,TRUE,82,26,522,78,26,143,726,4,30,71,3,91,89.9,90.2,86.6,95.1,4.9
2022-10-17,2022,Oct,2022-10-01,Mon,FALSE,FALSE,361,53,684,333,51,118,789,28,30,243,15,73,70.2,71.5,67.3,92.2,7.8
2022-10-18,2022,Oct,2022-10-01,Tue,FALSE,FALSE,302,20,302,293,20,111,577,9,30,261,7,89.1,88.5,88.7,86.4,97,3
2022-10-19,2022,Oct,2022-10-01,Wed,FALSE,FALSE,298,27,448,281,27,110,508,17,30,241,13,85.8,84.6,85.2,80.9,94.3,5.7
2022-10-20,2022,Oct,2022-10-01,Thu,FALSE,FALSE,277,31,528,261,29,107,1301,16,30,223,10,85.4,83.5,84.1,80.5,94.2,5.8
2022-10-21,2022,Oct,2022-10-01,Fri,FALSE,FALSE,299,62,565,270,59,125,688,29,30,183,13,67.8,64,65.6,61.2,90.3,9.7
2022-10-23,2022,Oct,2022-10-01,Sun,FALSE,TRUE,126,40,818,108,13,180,932,18,30,100,4,92.6,82,82.5,79.4,85.7,14.3
2022-10-24,2022,Oct,2022-10-01,Mon,FALSE,FALSE,693,192,1497,517,205,145,1326,176,30,225,37,43.5,34.3,37.8,32.5,74.6,25.4
2022-10-25,2022,Oct,2022-10-01,Tue,FALSE,FALSE,372,148,1669,317,154,126,947,55,30,200,22,63.1,57.1,59.7,53.8,85.2,14.8
2022-10-26,2022,Oct,2022-10-01,Wed,FALSE,FALSE,273,47,1084,254,44,139,1911,19,30,222,9,87.4,84.1,84.6,81.3,93,7
2022-10-27,2022,Oct,2022-10-01,Thu,FALSE,FALSE,300,25,382,288,24,100,820,12,30,240,7,83.3,81.9,82.3,80,96,4
2022-10-28,2022,Oct,2022-10-01,Fri,FALSE,FALSE,316,19,453,301,18,117,1278,15,30,268,10,89,87.6,88,84.8,95.3,4.8
2022-10-29,2022,Oct,2022-10-01,Sat,FALSE,TRUE,106,50,638,99,51,162,818,7,30,77,4,77.8,75.5,76.4,72.6,93.4,6.6
2022-10-30,2022,Oct,2022-10-01,Sun,FALSE,TRUE,104,22,265,97,21,150,548,7,30,84,3,86.6,83.2,83.7,80.8,93.3,6.7
2022-10-31,2022,Oct,2022-10-01,Mon,FALSE,FALSE,349,71,1205,321,64,115,938,28,30,234,12,72.9,69.4,70.5,67.1,92,8
2022-11-01,2022,Nov,2022-11-01,Tue,FALSE,FALSE,330,34,420,303,32,127,1213,27,30,252,14,83.2,79.8,80.6,76.4,91.8,8.2
2022-11-02,2022,Nov,2022-11-01,Wed,FALSE,FALSE,306,27,401,294,27,134,804,12,30,256,8,87.1,85.9,86.3,83.7,96.1,3.9
2022-11-03,2022,Nov,2022-11-01,Thu,FALSE,FALSE,339,231,2223,263,243,161,1306,76,30,127,17,48.3,39.4,42.5,37.5,77.6,22.4
2022-11-04,2022,Nov,2022-11-01,Fri,FALSE,FALSE,274,57,619,248,58,148,881,26,30,176,13,71,67.4,69,64.2,90.5,9.5
2022-11-05,2022,Nov,2022-11-01,Sat,FALSE,TRUE,101,65,759,94,57,148,813,7,30,67,3,71.3,68.4,69.3,66.3,93.1,6.9
2022-11-06,2022,Nov,2022-11-01,Sun,FALSE,TRUE,87,20,270,81,16,112,387,6,30,73,3,90.1,86.9,87.4,83.9,93.1,6.9
2022-11-07,2022,Nov,2022-11-01,Mon,FALSE,FALSE,328,61,468,304,63,99,935,24,30,179,18,58.9,57.7,60.1,54.6,92.7,7.3
2022-11-08,2022,Nov,2022-11-01,Tue,FALSE,FALSE,308,54,640,279,51,126,1200,28,30,209,15,74.9,71.3,72.7,67.9,90.6,9.1
2022-11-09,2022,Nov,2022-11-01,Wed,FALSE,FALSE,287,17,280,275,17,116,656,12,30,250,9,90.9,89.9,90.2,87.1,95.8,4.2
2022-11-10,2022,Nov,2022-11-01,Thu,FALSE,FALSE,283,185,2271,238,181,123,1602,45,30,153,14,64.3,56.9,59,54.1,84.1,15.9
2022-11-11,2022,Nov,2022-11-01,Fri,FALSE,FALSE,241,125,816,196,130,131,787,45,30,103,20,52.6,46.6,51,42.7,81.3,18.7
2022-11-12,2022,Nov,2022-11-01,Sat,FALSE,TRUE,65,23,315,62,19,208,1819,3,30,51,2,82.3,81,81.5,78.5,95.4,4.6
2022-11-13,2022,Nov,2022-11-01,Sun,FALSE,TRUE,57,21,223,50,12,180,1292,7,30,49,2,98,89.1,89.5,86,87.7,12.3
2022-11-14,2022,Nov,2022-11-01,Mon,FALSE,FALSE,336,19,187,321,18,131,1706,14,30,274,9,85.4,83.8,84.2,81.6,95.5,4.2
2022-11-15,2022,Nov,2022-11-01,Tue,FALSE,FALSE,322,21,348,308,19,119,1180,14,30,263,8,85.4,83.8,84.2,81.7,95.7,4.4
2022-11-16,2022,Nov,2022-11-01,Wed,FALSE,FALSE,290,29,495,269,27,135,739,21,30,227,9,84.4,80.8,81.4,78.3,92.8,7.2
2022-11-17,2022,Nov,2022-11-01,Thu,FALSE,FALSE,263,30,538,252,30,129,1146,11,30,218,6,86.5,84.8,85.2,82.9,95.8,4.2
2022-11-18,2022,Nov,2022-11-01,Fri,FALSE,FALSE,268,31,405,249,31,124,1354,19,30,197,12,79.1,77,78,73.5,92.9,7.1
2022-11-19,2022,Nov,2022-11-01,Sat,FALSE,TRUE,100,64,589,88,53,163,868,12,30,67,5,76.1,70.5,72,67,88,12
2022-11-20,2022,Nov,2022-11-01,Sun,FALSE,TRUE,92,32,270,85,31,127,455,7,30,65,4,76.5,73.9,75,70.7,92.4,7.6
2022-11-21,2022,Nov,2022-11-01,Mon,FALSE,FALSE,311,17,705,299,17,120,856,12,30,275,11,92,91.7,92,88.4,96.1,3.9
2022-11-22,2022,Nov,2022-11-01,Tue,FALSE,FALSE,260,18,294,246,14,123,767,14,30,226,7,91.9,89.3,89.6,86.9,94.6,5.4
2022-11-23,2022,Nov,2022-11-01,Wed,FALSE,FALSE,241,18,223,227,18,110,678,14,30,199,11,87.7,86.5,87.1,82.6,94.2,5.8
2022-11-24,2022,Nov,2022-11-01,Thu,FALSE,FALSE,266,22,363,253,22,119,658,12,30,215,9,85,83.7,84.2,80.8,95.1,4.5
2022-11-25,2022,Nov,2022-11-01,Fri,FALSE,FALSE,262,22,415,247,21,159,1230,15,30,211,9,85.4,83.4,84,80.5,94.3,5.7
2022-11-26,2022,Nov,2022-11-01,Sat,FALSE,TRUE,73,31,319,66,25,152,639,7,30,57,3,86.4,81.4,82.2,78.1,90.4,9.6
2022-11-27,2022,Nov,2022-11-01,Sun,FALSE,TRUE,61,29,440,58,28,168,821,3,30,48,1,82.8,80,80.3,78.7,95.1,4.9
2022-11-28,2022,Nov,2022-11-01,Mon,FALSE,FALSE,290,17,586,274,9,137,1381,16,30,263,8,96,93.3,93.5,90.7,94.5,5.5
2022-11-29,2022,Nov,2022-11-01,Tue,FALSE,FALSE,266,15,439,255,15,125,803,10,30,234,9,91.8,91.1,91.4,88,95.9,3.8
2022-11-30,2022,Nov,2022-11-01,Wed,FALSE,FALSE,257,7,170,253,7,118,808,4,30,246,2,97.2,96.5,96.5,95.7,98.4,1.6
2022-12-01,2022,Dec,2022-12-01,Thu,FALSE,FALSE,280,33,1144,265,32,129,1309,15,30,223,8,84.2,82,82.5,79.6,94.6,5.4
2022-12-02,2022,Dec,2022-12-01,Fri,FALSE,FALSE,310,60,515,276,58,148,1132,34,30,186,16,67.4,63.3,65.2,60,89,11
2022-12-03,2022,Dec,2022-12-01,Sat,FALSE,TRUE,146,80,976,128,71,113,708,18,30,93,4,72.7,65.5,66.4,63.7,87.7,12.3
2022-12-04,2022,Dec,2022-12-01,Sun,FALSE,TRUE,91,31,406,85,28,139,554,6,30,70,2,82.4,78.7,79.1,76.9,93.4,6.6
2022-12-05,2022,Dec,2022-12-01,Mon,FALSE,FALSE,307,43,766,287,39,103,808,20,30,227,10,79.1,76.4,77.2,73.9,93.5,6.5
2022-12-06,2022,Dec,2022-12-01,Tue,FALSE,FALSE,299,13,210,286,13,106,1126,13,30,265,10,92.7,91.7,92,88.6,95.7,4.4
2022-12-07,2022,Dec,2022-12-01,Wed,FALSE,FALSE,272,15,234,258,14,109,951,14,30,241,12,93.4,92.7,93,88.6,94.9,5.2
2022-12-08,2022,Dec,2022-12-01,Thu,FALSE,FALSE,295,35,487,274,34,109,636,21,30,228,13,83.2,80.9,81.7,77.3,92.9,7.1
2022-12-09,2022,Dec,2022-12-01,Fri,FALSE,FALSE,281,34,447,263,33,130,1164,18,30,202,9,76.8,74.3,75.1,71.9,93.6,6.4
2022-12-10,2022,Dec,2022-12-01,Sat,FALSE,TRUE,84,27,276,83,27,175,661,1,30,68,1,81.9,81.9,82.1,81,98.8,1.2
2022-12-11,2022,Dec,2022-12-01,Sun,FALSE,TRUE,93,43,577,92,39,153,1166,1,30,76,0,82.6,81.7,81.7,81.7,98.9,1.1
2022-12-12,2022,Dec,2022-12-01,Mon,FALSE,FALSE,292,28,501,282,27,126,1044,10,30,242,4,85.8,84,84.3,82.9,96.6,3.4
2022-12-13,2022,Dec,2022-12-01,Tue,FALSE,FALSE,300,16,250,280,14,99,1128,20,30,256,13,91.4,89.2,89.7,85.3,93.3,6.7
2022-12-14,2022,Dec,2022-12-01,Wed,FALSE,FALSE,231,12,200,219,12,119,789,12,30,204,12,93.2,93.2,93.5,88.3,94.8,5.2
2022-12-15,2022,Dec,2022-12-01,Thu,FALSE,FALSE,244,18,347,230,17,114,872,14,30,213,11,92.6,91.4,91.8,87.3,94.3,5.7
2022-12-16,2022,Dec,2022-12-01,Fri,FALSE,FALSE,232,47,748,209,44,116,752,23,30,144,15,68.9,66.4,68.5,62.1,90.1,9.9
2022-12-17,2022,Dec,2022-12-01,Sat,FALSE,TRUE,103,27,294,98,24,159,673,5,30,84,2,85.7,83.2,83.5,81.6,95.2,4.9
2022-12-18,2022,Dec,2022-12-01,Sun,FALSE,TRUE,66,14,214,64,13,142,930,2,30,60,1,93.8,92.3,92.4,90.9,97,3
2022-12-19,2022,Dec,2022-12-01,Mon,FALSE,FALSE,278,23,331,266,21,122,1928,12,30,236,7,88.7,87.1,87.4,84.9,95.7,4.3
2022-12-20,2022,Dec,2022-12-01,Tue,FALSE,FALSE,239,13,344,234,13,113,735,5,30,223,4,95.3,94.9,95,93.3,97.9,2.1
2022-12-21,2022,Dec,2022-12-01,Wed,FALSE,FALSE,190,10,148,184,10,111,748,6,30,176,5,95.7,95.1,95.3,92.6,96.8,3.2
2022-12-22,2022,Dec,2022-12-01,Thu,FALSE,FALSE,218,22,420,206,21,105,562,12,30,173,8,84,82.4,83,79.4,94.5,5.5
2022-12-23,2022,Dec,2022-12-01,Fri,FALSE,FALSE,190,31,599,178,25,119,617,12,30,149,7,83.7,81.4,82.1,78.4,93.7,6.3
2022-12-24,2022,Dec,2022-12-01,Sat,FALSE,TRUE,138,57,558,121,49,117,506,17,30,87,8,71.9,66.9,68.8,63,87.7,12.3
2022-12-25,2022,Dec,2022-12-01,Sun,FALSE,TRUE,77,29,337,71,27,132,491,6,30,62,4,87.3,84.9,85.7,80.5,92.2,7.8
2022-12-26,2022,Dec,2022-12-01,Mon,TRUE,TRUE,104,25,358,102,25,108,359,2,30,86,2,84.3,84.3,84.6,82.7,98.1,1.9
2022-12-27,2022,Dec,2022-12-01,Tue,TRUE,TRUE,181,113,969,151,116,146,1048,30,30,80,8,53,46.2,48.6,44.2,83.4,16.6
2022-12-28,2022,Dec,2022-12-01,Wed,FALSE,FALSE,274,195,1176,219,192,123,719,55,30,94,12,42.9,35.9,38.7,34.3,79.9,20.1
2022-12-29,2022,Dec,2022-12-01,Thu,FALSE,FALSE,279,167,1025,232,167,167,1258,47,30,110,12,47.4,41.2,43.7,39.4,83.2,16.9
2022-12-30,2022,Dec,2022-12-01,Fri,FALSE,FALSE,226,175,1664,183,179,120,654,42,30,119,14,65,56.1,58.9,52.7,81,18.6
2022-12-31,2022,Dec,2022-12-01,Sat,FALSE,TRUE,114,48,1071,107,46,187,1080,7,30,84,3,78.5,75.7,76.3,73.7,93.9,6.1
2023-01-01,2023,Jan,2023-01-01,Sun,FALSE,TRUE,67,35,297,59,33,175,979,8,30,48,6,81.4,78.7,80.6,71.6,88.1,11.9
2023-01-02,2023,Jan,2023-01-01,Mon,TRUE,TRUE,140,79,730,124,75,160,653,16,30,77,4,62.1,56.6,57.9,55,88.6,11.4
2023-01-03,2023,Jan,2023-01-01,Tue,FALSE,FALSE,276,44,556,257,44,123,803,19,30,195,13,75.9,74.1,75.4,70.7,93.1,6.9
2023-01-04,2023,Jan,2023-01-01,Wed,FALSE,FALSE,257,14,466,250,14,106,1248,7,30,240,6,96,95.6,95.7,93.4,97.3,2.7
2023-01-05,2023,Jan,2023-01-01,Thu,FALSE,FALSE,278,21,297,264,18,120,906,14,30,225,7,85.2,83,83.5,80.9,95,5
2023-01-06,2023,Jan,2023-01-01,Fri,FALSE,FALSE,246,20,440,238,20,120,1133,7,30,204,5,85.7,84.7,85,82.9,96.8,2.9
2023-01-07,2023,Jan,2023-01-01,Sat,FALSE,TRUE,104,18,211,101,17,142,534,3,30,90,2,89.1,88.2,88.5,86.5,97.1,2.9
2023-01-08,2023,Jan,2023-01-01,Sun,FALSE,TRUE,79,34,503,75,31,116,357,4,30,66,3,88,86.8,87.3,83.5,94.9,5.1
2023-01-09,2023,Jan,2023-01-01,Mon,FALSE,FALSE,294,25,555,278,23,131,880,16,30,246,11,88.5,86.9,87.4,83.7,94.6,5.4
2023-01-10,2023,Jan,2023-01-01,Tue,FALSE,FALSE,304,35,1017,279,24,119,861,25,30,245,11,87.8,83.6,84.2,80.6,91.8,8.2
2023-01-11,2023,Jan,2023-01-01,Wed,FALSE,FALSE,261,21,736,222,9,113,1190,15,30,212,9,95.5,84.1,84.7,81.2,85.1,5.8
2023-01-12,2023,Jan,2023-01-01,Thu,FALSE,FALSE,251,17,302,239,16,125,1014,11,30,216,7,90.4,88.5,88.8,86.1,95.2,4.4
2023-01-13,2023,Jan,2023-01-01,Fri,FALSE,FALSE,271,75,626,234,69,153,1304,37,30,158,13,67.5,61.2,63.1,58.3,86.4,13.7
2023-01-14,2023,Jan,2023-01-01,Sat,FALSE,TRUE,108,35,324,98,29,151,788,10,30,83,6,84.7,81.4,82.4,76.9,90.7,9.3
2023-01-17,2023,Jan,2023-01-01,Tue,FALSE,FALSE,257,58,1040,228,51,110,859,29,30,203,16,89,84.2,85.2,79,88.7,11.3
2023-01-18,2023,Jan,2023-01-01,Wed,FALSE,FALSE,268,30,504,254,27,128,875,14,30,211,9,83.1,81.5,82.1,78.7,94.8,5.2
2023-01-19,2023,Jan,2023-01-01,Thu,FALSE,FALSE,234,30,498,216,26,128,994,18,30,183,7,84.7,80.6,81.2,78.2,92.3,7.7
2023-01-20,2023,Jan,2023-01-01,Fri,FALSE,FALSE,269,95,696,235,96,139,862,34,30,137,14,58.3,53.7,56.1,50.9,87.4,12.6
2023-01-21,2023,Jan,2023-01-01,Sat,FALSE,TRUE,139,65,471,126,54,149,1085,13,30,90,4,71.4,66.7,67.6,64.8,90.7,9.4
2023-01-22,2023,Jan,2023-01-01,Sun,FALSE,TRUE,94,18,337,89,16,131,444,5,30,84,2,94.4,91.3,91.5,89.4,94.7,5.3
2023-01-23,2023,Jan,2023-01-01,Mon,FALSE,FALSE,298,21,368,280,20,115,776,18,30,248,12,88.6,86.7,87.3,83.2,94,6
2023-01-24,2023,Jan,2023-01-01,Tue,FALSE,FALSE,271,31,597,266,31,107,733,5,30,238,4,89.5,89.1,89.3,87.8,98.2,1.9
2023-01-25,2023,Jan,2023-01-01,Wed,FALSE,FALSE,249,50,1780,240,33,117,1221,9,30,219,3,91.3,89,89.2,88,96.4,3.6
2023-01-26,2023,Jan,2023-01-01,Thu,FALSE,FALSE,380,59,763,341,54,143,832,39,30,249,15,73,68.2,69.5,65.5,89.7,10.3
2023-01-27,2023,Jan,2023-01-01,Fri,FALSE,FALSE,419,194,1417,325,205,142,1442,94,30,137,31,42.2,35.3,40.1,32.7,77.6,22.4
2023-01-28,2023,Jan,2023-01-01,Sat,FALSE,TRUE,234,100,841,193,96,166,1217,41,30,117,14,60.6,53.2,56,50,82.5,17.5
2023-01-29,2023,Jan,2023-01-01,Sun,FALSE,TRUE,221,70,779,202,62,131,479,19,30,132,4,65.4,60.8,61.5,59.7,91.4,8.6
2023-01-30,2023,Jan,2023-01-01,Mon,FALSE,FALSE,436,74,762,404,74,127,872,32,30,288,15,71.3,68.4,69.5,66.1,92.7,7.3
2023-01-31,2023,Jan,2023-01-01,Tue,FALSE,FALSE,366,23,379,347,23,104,603,19,30,292,15,84.2,83.2,83.9,79.8,94.8,5.2
2023-02-01,2023,Feb,2023-02-01,Wed,FALSE,FALSE,319,22,448,313,21,118,807,6,30,268,3,85.6,84.8,85,84,98.1,1.9
2023-02-02,2023,Feb,2023-02-01,Thu,FALSE,FALSE,360,62,650,321,55,145,793,39,30,229,8,71.3,65.1,65.8,63.6,89.2,10.8
2023-02-03,2023,Feb,2023-02-01,Fri,FALSE,FALSE,279,19,540,262,18,127,825,17,30,237,13,90.5,89.1,89.6,85,93.9,6.1
2023-02-04,2023,Feb,2023-02-01,Sat,FALSE,TRUE,109,27,381,101,20,135,523,8,30,90,1,89.1,83.3,83.5,82.6,92.7,7.3
2023-02-05,2023,Feb,2023-02-01,Sun,FALSE,TRUE,101,24,696,99,24,131,485,2,30,88,2,88.9,88.9,89.1,87.1,98,2
2023-02-06,2023,Feb,2023-02-01,Mon,FALSE,FALSE,360,26,355,341,26,121,955,19,30,281,15,82.4,81.5,82.2,78.1,94.7,5.3
2023-02-07,2023,Feb,2023-02-01,Tue,FALSE,FALSE,337,24,366,324,23,120,1181,13,30,274,10,84.6,83.8,84.3,81.3,96.1,3.9
2023-02-08,2023,Feb,2023-02-01,Wed,FALSE,FALSE,305,14,303,290,12,115,918,13,30,266,11,91.7,90.5,90.8,87.2,95.1,4.3
2023-02-09,2023,Feb,2023-02-01,Thu,FALSE,FALSE,287,52,872,262,52,120,847,25,30,192,17,73.3,71.1,72.8,66.9,91.3,8.7
2023-02-10,2023,Feb,2023-02-01,Fri,FALSE,FALSE,291,69,2740,263,55,125,714,28,30,181,10,68.8,64.4,65.6,62.2,90.4,9.6
2023-02-11,2023,Feb,2023-02-01,Sat,FALSE,TRUE,128,59,788,117,51,164,778,11,30,94,4,80.3,75.8,76.6,73.4,91.4,8.6
2023-02-12,2023,Feb,2023-02-01,Sun,FALSE,TRUE,100,22,274,92,19,133,592,8,30,82,4,89.1,85.4,86,82,92,8
2023-02-13,2023,Feb,2023-02-01,Mon,FALSE,FALSE,329,14,283,317,15,113,912,12,30,289,11,91.2,90.9,91.2,87.8,96.4,3.7
2023-02-14,2023,Feb,2023-02-01,Tue,FALSE,FALSE,246,17,342,231,14,139,1354,14,30,216,8,93.5,90.8,91.1,87.8,93.9,5.7
2023-02-15,2023,Feb,2023-02-01,Wed,FALSE,FALSE,247,12,215,239,11,126,1130,6,30,224,4,93.7,92.2,92.3,90.7,96.8,2.4
2023-02-16,2023,Feb,2023-02-01,Thu,FALSE,FALSE,248,13,180,241,13,116,534,7,30,223,6,92.5,92.2,92.3,89.9,97.2,2.8
2023-02-17,2023,Feb,2023-02-01,Fri,FALSE,FALSE,272,17,342,258,14,114,756,14,30,243,8,94.2,92.1,92.3,89.3,94.9,5.2
2023-02-18,2023,Feb,2023-02-01,Sat,FALSE,TRUE,109,52,929,96,42,138,488,13,30,75,5,78.1,72.1,73.4,68.8,88.1,11.9
2023-02-19,2023,Feb,2023-02-01,Sun,FALSE,TRUE,107,21,245,94,19,126,473,13,30,84,9,89.4,85.7,86.9,78.5,87.9,12.2
2023-02-20,2023,Feb,2023-02-01,Mon,TRUE,TRUE,94,17,444,90,16,111,926,4,30,87,3,96.7,95.6,95.7,92.6,95.7,4.3
2023-02-21,2023,Feb,2023-02-01,Tue,FALSE,FALSE,310,38,641,302,38,123,1432,8,30,260,5,86.1,85.3,85.5,83.9,97.4,2.6
2023-02-22,2023,Feb,2023-02-01,Wed,FALSE,FALSE,251,8,108,237,8,104,865,14,30,234,12,98.7,97.9,98,93.2,94.4,5.6
2023-02-23,2023,Feb,2023-02-01,Thu,FALSE,FALSE,406,50,527,371,48,157,989,35,30,270,16,72.8,69.2,70.4,66.5,91.4,8.6
2023-02-24,2023,Feb,2023-02-01,Fri,FALSE,FALSE,383,38,592,360,36,126,854,23,30,300,14,83.3,81.3,82,78.3,94,6
2023-02-25,2023,Feb,2023-02-01,Sat,FALSE,TRUE,153,126,838,130,116,165,847,23,30,66,8,50.8,45.5,48.4,43.1,85,15
2023-02-26,2023,Feb,2023-02-01,Sun,FALSE,TRUE,129,53,438,118,47,136,1103,11,30,84,5,71.2,67.7,69,65.1,91.5,8.5
2023-02-27,2023,Feb,2023-02-01,Mon,FALSE,FALSE,368,93,654,334,94,131,833,34,30,210,14,62.9,59.3,60.9,57.1,90.8,9.2
2023-02-28,2023,Feb,2023-02-01,Tue,FALSE,FALSE,489,54,748,448,53,129,1448,41,30,314,20,70.1,67,68.3,64.2,91.6,8.4
2023-03-01,2023,Mar,2023-03-01,Wed,FALSE,FALSE,467,51,796,432,49,114,650,35,30,344,13,79.6,75.8,76.5,73.7,92.5,7.5
2023-03-02,2023,Mar,2023-03-01,Thu,FALSE,FALSE,436,59,674,399,57,122,965,37,30,283,15,70.9,67.2,68.4,64.9,91.5,8.5
2023-03-03,2023,Mar,2023-03-01,Fri,FALSE,FALSE,333,54,959,310,52,147,1538,23,30,239,10,77.1,74,74.8,71.8,93.1,6.9
2023-03-04,2023,Mar,2023-03-01,Sat,FALSE,TRUE,596,477,3611,393,593,197,1213,203,30,84,39,21.4,15.1,20.6,14.1,65.9,34.1
2023-03-05,2023,Mar,2023-03-01,Sun,FALSE,TRUE,237,184,2115,197,182,155,811,40,30,97,6,49.2,42,43.5,40.9,83.1,16.9
2023-03-06,2023,Mar,2023-03-01,Mon,FALSE,FALSE,496,232,1664,401,249,138,1078,95,30,199,20,49.6,41.8,44.2,40.1,80.9,19.2
2023-03-07,2023,Mar,2023-03-01,Tue,FALSE,FALSE,531,82,776,474,83,120,1785,57,30,297,31,62.7,59.4,61.8,55.9,89.3,10.7
2023-03-08,2023,Mar,2023-03-01,Wed,FALSE,FALSE,395,37,517,357,33,126,1040,38,30,277,20,77.6,73.9,75.2,70.1,90.4,9.6
2023-03-09,2023,Mar,2023-03-01,Thu,FALSE,FALSE,375,109,1288,331,105,142,1540,44,30,228,17,68.9,63.7,65.3,60.8,88.3,11.7
2023-03-10,2023,Mar,2023-03-01,Fri,FALSE,FALSE,290,39,620,270,36,119,716,20,30,218,11,80.7,78.1,79,75.2,93.1,6.9
2023-03-11,2023,Mar,2023-03-01,Sat,FALSE,TRUE,135,51,377,118,49,145,605,17,30,78,10,66.1,62.4,65.2,57.8,87.4,12.6
2023-03-12,2023,Mar,2023-03-01,Sun,FALSE,TRUE,75,41,584,72,42,127,509,3,30,60,3,83.3,83.3,84,80,96,4
2023-03-13,2023,Mar,2023-03-01,Mon,FALSE,FALSE,302,9,252,294,9,125,1279,8,30,285,6,96.9,96.3,96.4,94.4,97.4,2.7
