geo,date,percent,percent_lower,percent_upper
Region,2022-06-01,4.538341158059467,-1.1667183274561825,10.243400643575116
Region,2022-07-01,6.063462142632736,0.21374242754303818,11.913181857722435
Region,2022-08-01,6.660412757973733,0.8381307526171007,12.482694763330365
Region,2022-09-01,6.596141879278172,0.8028444763128615,12.389439282243483
Region,2022-10-01,5.325987144168964,-0.37332655437113704,11.025300842709065
Region,2022-11-01,3.5531466425775315,-2.0534952885066318,9.159788573661695
Region,2022-12-01,3.6581709145427244,-1.9249348884949091,9.241276717580359
Region,2023-01-01,4.316546762589923,-0.9123739395702914,9.54546746475014
Region,2023-02-01,4.683278294806348,-0.5534912826197935,9.92004787223249
Region,2023-03-01,4.257871064467755,-0.9726175299569757,9.488359658892486
Region,2023-04-01,4.908160192713029,-0.3443780374605563,10.160698422886615
Region,2023-05-01,5.769230769230771,0.5277405461519011,11.01072099230964
Region,2023-06-01,6.706586826347305,1.4839283046687184,11.92924534802589
Region,2023-07-01,7.049763033175349,2.40529861483399,11.694227451516708
Region,2023-08-01,6.713573732043376,2.1167657941012985,11.310381669985453
Region,2023-09-01,6.917688266199651,2.341006457583063,11.494370074816239
Region,2023-10-01,6.07381575123509,1.5170846043823065,10.630546898087873
Region,2023-11-01,6.251817388775804,1.6924362092700092,10.8111985682816
Region,2023-12-01,5.872143477003178,1.3365022052876938,10.407784748718662
Region,2024-01-01,5.287356321839076,1.0632960103303395,9.511416633347814
Region,2024-02-01,6.280470318325215,2.0648896231573337,10.496051013493098
Region,2024-03-01,7.909117054932424,3.681412170247235,12.136821939617613
Region,2024-04-01,9.156142365097608,4.936931720995885,13.375353009199332
Region,2024-05-01,8.323863636363637,4.147804010212954,12.499923262514319
Region,2024-06-01,7.435465768799099,3.310962434329288,11.559969103268909
Region,2024-07-01,5.866076369673512,1.7444033529318386,9.987749386415185
Region,2024-08-01,4.395604395604402,0.3033719004108839,8.48783689079792
Region,2024-09-01,2.402402402402415,-1.6641349392586298,6.4689397440634595
Region,2024-10-01,2.9315068493150687,-1.1495140500012075,7.012527748631345
Region,2024-11-01,3.995621237000546,-0.08093220648725019,8.072174680488342
Region,2024-12-01,5.710382513661205,1.64051194467093,9.78025308265148
Region,2025-01-01,6.386462882096078,2.2675429364196544,10.5053828277725
Region,2025-02-01,5.153804641122495,1.0815643062713303,9.22604497597366
Region,2025-03-01,4.131130063965882,0.10881591658890599,8.153444211342858
Region,2025-04-01,3.313173810149883,-0.6551992324371305,7.281546852736897
Region,2025-05-01,3.6454235510096966,-0.31254200916822494,7.603389111187618
Region,2025-06-01,2.5855314703578047,-1.3558951895947717,6.526958130310382
Region,2025-07-01,1.4375326711970615,-2.5069844958072283,5.382049838201351
Region,2025-08-01,1.8947368421052602,-2.0767691265680064,5.866242810778527
Region,2025-09-01,2.1061050386563585,-1.9172814398716111,6.129491517184328
Region,2025-10-01,2.1027415491083445,-1.9142195051792292,6.119702603395918
Region,2025-11-01,0.2894736842105283,-3.6820322844627382,4.260979652883795
Region,2025-12-01,-0.10338588782630165,-4.004063758324729,3.7972919826721254
Region,2026-01-01,-0.17957927142123742,-4.65461248394214,4.295453941099666
Region,2026-02-01,0,-4.476181540263402,4.476181540263402
Region,2026-03-01,-0.4863066291271978,-4.951031344357933,3.9784180861035368
Region,2026-04-01,-2.010689742937133,-6.450414727005976,2.4290352411317095
Region,2026-05-01,-2.960526315789469,-7.374412819434833,1.4533601878558953
Region,2026-06-01,-2.2912423625254585,-6.7320976228122404,2.149612897761323
Region,2026-07-01,-0.8245297603710511,-6.228192382009436,4.579132861267334
Region,2026-08-01,-0.3357438016528991,-5.751966589508935,5.080478986203138
